2023-01-13 05:35:37.554 INFO  [main][PortalContextLoaderListener:123] JVM arguments: -Dcatalina.base=/media/root322/Data/Documents/LiferayWorkspace/bundles/tomcat-9.0.56 -Dcatalina.home=/media/root322/Data/Documents/LiferayWorkspace/bundles/tomcat-9.0.56 -Dfile.encoding=UTF8 -Djava.io.tmpdir=/media/root322/Data/Documents/LiferayWorkspace/bundles/tomcat-9.0.56/temp -Djava.net.preferIPv4Stack=true -Djava.util.logging.config.file=/media/root322/Data/Documents/LiferayWorkspace/bundles/tomcat-9.0.56/conf/logging.properties -Djava.util.logging.manager=org.apache.juli.ClassLoaderLogManager -Dorg.apache.catalina.loader.WebappClassLoader.ENABLE_CLEAR_REFERENCES=false -Duser.timezone=GMT -Xmx2560m -XX:MaxMetaspaceSize=768m -XX:MetaspaceSize=768m -javaagent:/snap/intellij-idea-ultimate/401/lib/idea_rt.jar=45585:/snap/intellij-idea-ultimate/401/bin
2023-01-13 05:35:39.901 INFO  [main][DialectDetector:153] Using dialect org.hibernate.dialect.MySQL8Dialect for MySQL 8.0
2023-01-13 05:35:42.928 INFO  [main][ModuleFrameworkImpl:1279] Starting initial bundles
2023-01-13 05:35:43.501 INFO  [ModuleFramework-Static-Bundles-4][InterpolationConfigurationPlugin:109] Configured directory for secrets: /media/root322/Data/Documents/LiferayWorkspace/bundles/osgi/configs
2023-01-13 05:35:45.775 INFO  [ModuleFramework-Static-Bundles-5][DefaultLPKGDeployer:456] Using overriding JAR bundle LPKG-Override::/media/root322/Data/Documents/LiferayWorkspace/bundles/osgi/marketplace/override/com.liferay.document.library.web.jar
2023-01-13 05:35:45.776 INFO  [ModuleFramework-Static-Bundles-5][DefaultLPKGDeployer:456] Using overriding JAR bundle LPKG-Override::/media/root322/Data/Documents/LiferayWorkspace/bundles/osgi/marketplace/override/com.liferay.portal.language.lang.jar
2023-01-13 05:35:46.013 INFO  [main][ModuleFrameworkImpl:1576] Started initial bundles
2023-01-13 05:35:46.015 INFO  [main][ModuleFrameworkImpl:1625] Starting dynamic bundles
2023-01-13 05:36:07.581 INFO  [Start Level: Equinox Container: 4193b12b-cc3c-43e3-962e-58aea6a94529][MessageBusRegistrator:41] Message Listener Registered..com.liferaysavvy.messagebus.event.listener.MessageBusRegisteredParallelMessageListener@5cbd34c0
2023-01-13 05:36:07.583 INFO  [Start Level: Equinox Container: 4193b12b-cc3c-43e3-962e-58aea6a94529][MessageBusRegistrator:45] Message Listener Registered..com.liferaysavvy.messagebus.event.listener.MessageBusRegisteredSerialMessageListener@e22ad85
2023-01-13 05:36:07.584 INFO  [Start Level: Equinox Container: 4193b12b-cc3c-43e3-962e-58aea6a94529][MessageBusRegistrator:49] Message Listener Registered..com.liferaysavvy.messagebus.event.listener.MessageBusRegisteredSynchronousMessageListener@26495f95
2023-01-13 05:36:07.742 INFO  [main][ModuleFrameworkImpl:1647] Started dynamic bundles
2023-01-13 05:36:07.743 INFO  [main][ModuleFrameworkImpl:1654] Starting web bundles
2023-01-13 05:36:13.058 INFO  [main][ModuleFrameworkImpl:1708] Started web bundles
2023-01-13 05:36:13.059 INFO  [main][ModuleFrameworkImpl:278] Navigate to Control Panel > System > Gogo Shell and enter "lb" to see all bundles
2023-01-13 05:36:13.077 INFO  [main][LoggingTimer:83] Starting com.liferay.portal.verify.VerifyProperties#verifySystemProperties
2023-01-13 05:36:13.078 INFO  [main][LoggingTimer:44] Completed com.liferay.portal.verify.VerifyProperties#verifySystemProperties in 0 ms
2023-01-13 05:36:13.078 INFO  [main][LoggingTimer:83] Starting com.liferay.portal.verify.VerifyProperties#verifyPortalProperties
2023-01-13 05:36:13.137 ERROR [main][VerifyProperties:182] Portal property "journal.article.form.add" is obsolete
2023-01-13 05:36:13.138 ERROR [main][VerifyProperties:182] Portal property "journal.article.form.update" is obsolete
2023-01-13 05:36:13.138 ERROR [main][VerifyProperties:182] Portal property "journal.article.form.translate" is obsolete
2023-01-13 05:36:13.140 INFO  [main][LoggingTimer:44] Completed com.liferay.portal.verify.VerifyProperties#verifyPortalProperties in 62 ms
2023-01-13 05:36:13.141 INFO  [main][LoggingTimer:83] Starting com.liferay.portal.verify.VerifyProperties#verifyDocumentLibrary
2023-01-13 05:36:13.141 INFO  [main][LoggingTimer:44] Completed com.liferay.portal.verify.VerifyProperties#verifyDocumentLibrary in 0 ms
2023-01-13 05:36:13.712 INFO  [main][LoggingTimer:83] Starting com.liferay.portal.events.StartupHelperUtil#initResourceActions
2023-01-13 05:36:13.770 INFO  [main][LoggingTimer:44] Completed com.liferay.portal.events.StartupHelperUtil#initResourceActions in 57 ms
2023-01-13 05:36:18.129 WARN  [main][SidecarManager:103] Liferay automatically starts a child process of Elasticsearch named sidecar for convenient development and demonstration purposes. Do NOT use sidecar in production. Refer to the documentation for details on the limitations of sidecar and instructions on configuring a remote Elasticsearch connection in the Control Panel.
2023-01-13 05:36:36.103 INFO  [main][Sidecar:119] Sidecar Elasticsearch liferay started at 127.0.0.1:9501
2023-01-13 05:36:41.088 INFO  [main][ParellelDestinationConfig:83] Destination is creared ..liferaysavvy/parallel-destination
2023-01-13 05:36:41.092 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferaysavvy/parallel-destination
2023-01-13 05:36:41.096 INFO  [main][ParellelDestinationConfig:90] Destination is registred with Service Regisration ..
2023-01-13 05:36:41.099 INFO  [main][SerialDestinationConfig:83] Destination is creared ..liferaysavvy/serial-destination
2023-01-13 05:36:41.102 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferaysavvy/serial-destination
2023-01-13 05:36:41.104 INFO  [main][SerialDestinationConfig:90] Destination is registred with Service Regisration ..
2023-01-13 05:36:41.107 INFO  [main][SynchronousDestinationConfig:83] Destination is creared ..liferaysavvy/synchronous-destination
2023-01-13 05:36:41.111 INFO  [main][DestinationListenerRegistrator:41] Message Listener Registered..com.liferaysavvy.messagebus.event.listener.DestinationRegisteredParallelMessageListener@1acef3e3
2023-01-13 05:36:41.113 INFO  [main][DestinationListenerRegistrator:45] Message Listener Registered..com.liferaysavvy.messagebus.event.listener.DestinationRegisteredSerialMessageListener@7b17e169
2023-01-13 05:36:41.114 INFO  [main][DestinationListenerRegistrator:49] Message Listener Registered..com.liferaysavvy.messagebus.event.listener.DestinationRegisteredSynchronousMessageListener@3c0f3d56
2023-01-13 05:36:41.115 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferaysavvy/synchronous-destination
2023-01-13 05:36:41.118 INFO  [main][SynchronousDestinationConfig:90] Destination is registred with Service Regisration ..
2023-01-13 05:36:41.121 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/scheduled_user_ldap_import
2023-01-13 05:36:41.130 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/export_import_lifecycle_event_async
2023-01-13 05:36:41.135 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/export_import_lifecycle_event_sync
2023-01-13 05:36:41.139 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/ddm_structure_reindex
2023-01-13 05:36:41.144 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/segments_entry_reindex
2023-01-13 05:36:41.149 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/audit
2023-01-13 05:36:41.155 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/adaptive_media_processor
2023-01-13 05:36:41.160 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/analytics_messages_processor
2023-01-13 05:36:41.166 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/commerce_base_price_list
2023-01-13 05:36:41.169 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/commerce_order_status
2023-01-13 05:36:41.173 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/commerce_payment_status
2023-01-13 05:36:41.177 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/commerce_shipment_status
2023-01-13 05:36:41.193 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/commerce_subscription_status
2023-01-13 05:36:41.208 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/monitoring
2023-01-13 05:36:41.216 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/search_reader/GENERIC_ENGINE
2023-01-13 05:36:41.220 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/search_writer/GENERIC_ENGINE
2023-01-13 05:36:41.227 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/tensorflow_model_download
2023-01-13 05:36:41.320 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/search_reader/SYSTEM_ENGINE
2023-01-13 05:36:41.324 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/search_writer/SYSTEM_ENGINE
2023-01-13 05:36:41.726 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/interest_terms
2023-01-13 05:36:41.732 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/scripting_executor
2023-01-13 05:36:41.738 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/message_bus/default_response
2023-01-13 05:36:41.741 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/message_bus/message_status
2023-01-13 05:36:41.746 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/live_users
2023-01-13 05:36:41.762 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/document_library_audio_processor
2023-01-13 05:36:41.766 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/async_service
2023-01-13 05:36:41.770 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/layouts_local_publisher
2023-01-13 05:36:41.773 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/convert_process
2023-01-13 05:36:41.782 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/document_library_pdf_processor
2023-01-13 05:36:41.786 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/subscription_clean_up
2023-01-13 05:36:41.811 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/document_library_video_processor
2023-01-13 05:36:41.815 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/document_library_raw_metadata_processor
2023-01-13 05:36:41.819 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/document_library_image_processor
2023-01-13 05:36:41.830 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/message_boards_mailing_list
2023-01-13 05:36:41.834 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/subscription_sender
2023-01-13 05:36:41.845 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/hot_deploy
2023-01-13 05:36:41.849 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/layouts_remote_publisher
2023-01-13 05:36:41.877 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/poller_comet_response
2023-01-13 05:36:41.880 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/poller_response
2023-01-13 05:36:41.883 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/poller
2023-01-13 05:36:41.892 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/workflow_definition
2023-01-13 05:36:41.895 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/workflow_instance
2023-01-13 05:36:41.899 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/workflow_log
2023-01-13 05:36:41.902 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/workflow_task
2023-01-13 05:36:41.906 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/workflow_engine
2023-01-13 05:36:41.908 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/workflow_comparator
2023-01-13 05:36:41.911 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/workflow_status
2023-01-13 05:36:41.914 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/mail
2023-01-13 05:36:42.255 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/flags
2023-01-13 05:36:44.316 INFO  [main][StartupHelperUtil:86] There are no patches installed
2023-01-13 05:36:44.337 INFO  [main][LoggingTimer:83] Starting com.liferay.portal.events.StartupHelperUtil#initResourceActions
2023-01-13 05:36:44.364 INFO  [main][LoggingTimer:44] Completed com.liferay.portal.events.StartupHelperUtil#initResourceActions in 27 ms
2023-01-13 05:36:44.370 INFO  [main][MessageBusEventListenerNotification:33] **********Destination Added***********liferay/lcs_status
2023-01-13 05:36:44.403 INFO  [main][LicenseManager:-1] Digital Enterprise Development license validation passed
2023-01-13 05:36:45.099 INFO  [main][AutoDeployDir:176] Auto deploy scanner started for /media/root322/Data/Documents/LiferayWorkspace/bundles/deploy
2023-01-13 05:37:17.126 INFO  [com.liferay.portal.osgi.web.wab.extender.internal.WabFactory-BundleTrackerOpener][ThemeHotDeployListener:108] 1 theme for classic-theme is available for use
2023-01-13 05:37:17.248 INFO  [com.liferay.portal.osgi.web.wab.extender.internal.WabFactory-BundleTrackerOpener][ThemeHotDeployListener:108] 1 theme for dialect-theme is available for use
2023-01-13 05:37:17.391 INFO  [com.liferay.portal.osgi.web.wab.extender.internal.WabFactory-BundleTrackerOpener][ThemeHotDeployListener:108] 1 theme for speedwell-theme is available for use
2023-01-13 05:37:17.528 INFO  [com.liferay.portal.osgi.web.wab.extender.internal.WabFactory-BundleTrackerOpener][ThemeHotDeployListener:108] 1 theme for minium-theme is available for use
2023-01-13 05:37:17.655 INFO  [com.liferay.portal.osgi.web.wab.extender.internal.WabFactory-BundleTrackerOpener][ThemeHotDeployListener:108] 1 theme for admin-theme is available for use
2023-01-13 05:37:17.824 INFO  [com.liferay.portal.osgi.web.wab.extender.internal.WabFactory-BundleTrackerOpener][HookHotDeployListener:496] Hook for LangHook is available for use
2023-01-13 05:37:17.965 INFO  [com.liferay.portal.osgi.web.wab.extender.internal.WabFactory-BundleTrackerOpener][LayoutTemplateHotDeployListener:107] 1 layout template for LayoutTemplateDemo is available for use
2023-01-13 05:37:18.128 INFO  [com.liferay.portal.osgi.web.wab.extender.internal.WabFactory-BundleTrackerOpener][ThemeHotDeployListener:108] 1 theme for democlassictheme-theme is available for use
